order_id,order_date,customer_id,product_id,quantity,price
123,2024-06-13,505,21,1,338.3
124,2024-02-02,131,50,4,472.58
125,2024-03-24,431,41,4,234.45
126,2024-04-25,540,20,2,62.42
127,2024-01-19,401,22,5,181.44
128,2024-06-07,380,22,4,309.23
129,2024-05-09,531,42,3,114.91
130,2024-04-22,141,19,3,494.11
131,2024-01-10,943,38,3,296.73
132,2024-02-17,162,2,5,257.53
133,2024-05-01,339,7,4,254.07
134,2024-01-06,162,26,1,75.09
135,2024-05-19,420,14,4,105.44
136,2024-03-11,451,43,3,369.78
137,2024-06-05,20,2,4,426.53
138,2024-05-08,944,38,2,181.8
139,2024-06-27,196,15,1,70.21
140,2024-05-04,381,32,4,262.92
141,2024-02-11,191,44,1,55.71
142,2024-05-14,634,7,4,22.81
143,2024-02-15,599,36,3,469.38
144,2024-06-23,732,37,4,429.88
145,2024-03-26,895,31,1,193.17
146,2024-01-05,386,45,2,134.59
147,2024-03-19,889,31,3,72.47
148,2024-04-09,476,47,4,364.51
149,2024-06-15,933,8,1,318.8
150,2024-05-26,386,23,1,285.3
151,2024-05-27,593,7,3,318.34
152,2024-02-12,778,22,3,458.69
153,2024-04-18,998,3,1,52.63
154,2024-05-22,985,13,3,381.95
155,2024-05-25,94,3,4,84.6
156,2024-03-16,268,26,5,26.54
157,2024-04-06,551,28,4,80.09
158,2024-03-22,957,35,3,479.98
159,2024-06-21,305,49,4,392.21
160,2024-05-29,366,31,5,31.76
161,2024-03-08,573,3,5,100.35
162,2024-01-09,379,15,4,188.22
163,2024-01-21,304,47,1,203.25
164,2024-03-26,880,28,1,219.27
165,2024-02-23,315,44,4,254.64
166,2024-05-14,641,39,1,86.58
167,2024-04-30,761,27,4,24.49
168,2024-06-01,233,45,5,276.4
169,2024-01-10,417,10,5,492.91
170,2024-06-08,611,40,1,186.84
171,2024-06-26,519,10,4,338.57
172,2024-05-16,511,48,1,72.64
173,2024-04-21,733,21,1,420.22
174,2024-06-15,383,50,3,441.15
175,2024-01-22,289,19,3,143.6
176,2024-04-27,503,10,1,241.99
177,2024-03-06,456,24,3,161.17
178,2024-03-20,696,23,5,451.93
179,2024-01-20,124,50,3,123.9
180,2024-04-05,159,16,4,251.83
181,2024-05-17,72,50,4,301.91
182,2024-01-17,319,11,1,415.04
183,2024-03-22,703,20,1,446.53
184,2024-05-01,267,32,2,382.5
185,2024-01-23,315,47,1,392.63
186,2024-03-19,178,36,5,385.66
187,2024-05-25,104,46,1,104.42
188,2024-06-24,290,38,3,224.71
189,2024-02-12,855,40,4,408.63
190,2024-03-24,675,9,5,460.48
191,2024-01-12,83,41,2,455.95
192,2024-01-07,255,44,2,277.86
193,2024-05-23,243,2,5,169.43
194,2024-03-03,921,11,2,436.34
195,2024-02-02,740,45,4,287.42
196,2024-01-28,733,12,4,43.36
197,2024-03-01,250,19,1,31.43
198,2024-03-10,560,48,5,198.23
199,2024-01-06,574,3,2,375.75
200,2024-03-11,821,14,2,259.85
201,2024-03-19,265,20,5,431.46
202,2024-06-21,412,21,5,255.12
203,2024-01-31,910,19,4,411.57
204,2024-02-14,177,42,1,336.95
205,2024-06-06,552,45,1,465.71
206,2024-04-18,351,21,3,430.24
207,2024-01-07,753,14,2,405.99
208,2024-02-27,604,5,1,196.75
209,2024-06-05,777,11,1,201.21
210,2024-01-18,514,29,4,392.81
211,2024-04-18,113,10,1,168.31
212,2024-02-27,396,41,4,302.49
213,2024-06-14,121,12,3,198.68
214,2024-01-15,680,14,3,476.96
215,2024-06-20,572,2,3,357.91
216,2024-03-28,463,22,1,187.05
217,2024-02-14,312,17,2,312.25
218,2024-05-17,485,4,4,399.34
219,2024-06-04,848,19,2,50.71
220,2024-06-11,589,35,1,187.14
221,2024-04-10,107,16,1,11.71
222,2024-06-12,334,32,5,288.03
223,2024-04-02,805,44,2,33.36
224,2024-01-08,366,7,4,183.14
225,2024-01-11,18,14,3,309.62
226,2024-06-23,148,21,2,101.59
227,2024-05-30,674,33,2,208.61
228,2024-01-20,807,46,1,183.9
229,2024-01-27,193,4,1,31.91
230,2024-06-12,728,40,1,319.62
231,2024-04-28,861,14,4,494.52
232,2024-03-23,386,42,5,174.23
233,2024-03-18,332,3,1,175.51
234,2024-04-06,781,14,1,87.01
235,2024-04-09,595,48,2,111.9
236,2024-03-31,829,28,2,136.91
237,2024-06-08,654,41,3,246.06
238,2024-03-19,486,2,1,287.35
239,2024-03-02,439,30,2,173.81
240,2024-02-23,826,17,5,145.91
241,2024-02-25,456,31,4,143.35
242,2024-05-08,195,6,1,16.59
243,2024-03-31,995,50,5,229.41
244,2024-06-01,120,13,1,299.15
245,2024-04-08,836,17,3,151.72
246,2024-01-09,596,16,4,292.98
247,2024-04-26,647,11,3,383.1
248,2024-02-29,282,10,2,67.41
249,2024-06-17,592,30,4,186.66
250,2024-06-17,897,17,4,483.53
251,2024-05-28,28,29,4,126.35
252,2024-04-29,7,38,2,169.07
253,2024-03-16,980,17,1,455.8
254,2024-02-08,464,20,5,145.09
255,2024-03-02,964,35,1,44.89
256,2024-04-17,724,3,3,140.78
257,2024-01-18,833,46,5,92.61
258,2024-04-12,797,27,4,128.15
259,2024-06-26,180,33,4,53.14
260,2024-05-30,888,35,5,190.25
261,2024-02-09,738,14,2,23.16
262,2024-02-13,605,36,1,224.03
263,2024-06-04,908,23,2,50.54
264,2024-04-18,460,14,1,324.56
265,2024-05-28,881,19,5,280.4
266,2024-02-29,338,5,1,58.97
267,2024-01-19,726,28,1,209.8
268,2024-04-29,200,46,3,384.86
269,2024-01-09,209,29,3,371.6
270,2024-02-25,350,43,4,450.23
271,2024-03-04,53,48,4,74.49
272,2024-06-29,34,31,4,82.2
273,2024-03-09,37,40,1,277.68
274,2024-01-19,785,33,5,35.9
275,2024-06-04,83,20,2,411.85
276,2024-06-16,789,31,2,144.35
277,2024-03-12,713,43,3,135.53
278,2024-01-11,563,23,2,70.2
279,2024-02-15,802,9,1,80.62
280,2024-03-26,858,6,4,336.14
281,2024-05-21,298,45,1,100.11
282,2024-02-04,834,6,2,259.55
283,2024-04-24,403,2,1,462.91
284,2024-05-31,169,45,5,259.69
285,2024-05-02,952,6,3,407.69
286,2024-02-28,652,3,3,460.96
287,2024-02-17,558,19,4,262.58
288,2024-05-20,87,22,4,244.97
289,2024-06-27,228,42,5,494.2
290,2024-01-20,970,21,3,127.95
291,2024-02-06,363,27,3,310.21
292,2024-03-22,696,36,1,148.45
293,2024-06-24,484,45,2,269.01
294,2024-03-07,452,1,1,266.45
295,2024-02-22,120,6,2,128.15
296,2024-01-14,834,37,2,122.8
297,2024-02-13,154,36,5,393.08
298,2024-01-29,411,1,2,106.31
299,2024-01-29,271,21,2,190.59
300,2024-05-23,302,47,2,31.1
301,2024-05-08,269,4,1,354.33
302,2024-01-05,639,46,3,71.82
303,2024-04-14,667,27,1,441.48
304,2024-01-21,888,36,3,11.88
305,2024-05-01,473,49,1,259.21
306,2024-02-18,603,21,2,191.75
307,2024-01-16,256,22,5,499.85
308,2024-05-15,603,10,2,240.68
309,2024-04-09,308,7,4,403.01
310,2024-02-20,198,9,5,383.55
311,2024-03-07,995,38,1,21.65
312,2024-05-26,706,36,5,183.07
313,2024-06-01,140,10,1,73.53
314,2024-06-22,209,45,4,175.96
315,2024-06-07,654,6,2,224.94
316,2024-01-01,825,48,1,307.81
317,2024-03-27,701,33,2,180.04
318,2024-01-12,278,24,1,466.68
319,2024-05-07,388,34,5,496.55
320,2024-03-05,568,49,3,119.21
321,2024-06-11,777,15,4,260.36
322,2024-03-18,569,4,2,333.01
323,2024-01-16,254,13,4,482.3
324,2024-03-22,69,3,3,223.26
325,2024-04-03,783,4,1,227.16
326,2024-05-09,182,13,4,235.54
327,2024-04-14,403,24,5,188.75
328,2024-06-24,926,46,5,368.37
329,2024-04-30,18,14,5,489.49
330,2024-03-16,813,27,5,24.0
331,2024-05-05,375,14,4,208.91
332,2024-03-12,499,48,4,236.05
333,2024-04-26,865,49,4,378.7
334,2024-03-24,599,25,2,402.83
335,2024-02-02,225,13,3,61.54
336,2024-02-22,965,28,4,277.54
337,2024-01-17,609,40,4,12.51
338,2024-04-06,423,46,5,19.76
339,2024-06-05,956,7,4,480.82
340,2024-05-16,599,25,4,276.38
341,2024-06-25,651,26,4,409.62
342,2024-05-10,349,50,3,255.68
343,2024-06-18,807,25,3,446.34
344,2024-03-17,268,10,2,322.29
345,2024-04-17,686,36,5,323.91
346,2024-02-26,330,38,4,67.63
347,2024-03-14,800,22,4,257.24
348,2024-02-25,113,1,2,433.0
349,2024-06-09,977,16,5,279.04
350,2024-03-04,141,9,1,482.02
351,2024-01-19,960,35,1,366.21
352,2024-03-14,496,40,3,38.41
353,2024-04-05,385,29,3,238.51
354,2024-03-03,68,50,2,278.14
355,2024-04-20,961,46,3,182.38
356,2024-02-26,38,40,1,20.76
357,2024-01-30,765,29,1,341.75
358,2024-02-20,452,31,5,51.03
359,2024-03-03,902,12,1,365.74
360,2024-01-09,140,11,1,179.14
361,2024-02-24,685,5,5,346.98
362,2024-05-31,659,42,3,305.38
363,2024-01-24,198,22,2,384.24
364,2024-04-24,427,25,1,38.84
365,2024-05-25,748,18,3,416.27
366,2024-02-04,307,50,4,387.61
367,2024-01-24,263,36,2,215.16
368,2024-03-30,677,32,2,185.25
369,2024-04-12,106,15,4,38.18
370,2024-06-08,745,13,5,178.12
371,2024-05-31,477,33,5,165.77
372,2024-05-13,328,15,3,194.87
373,2024-04-17,276,11,4,329.75
374,2024-04-28,84,24,3,261.28
375,2024-02-18,599,28,4,84.36
376,2024-02-10,532,14,4,82.22
377,2024-03-08,627,17,5,27.35
378,2024-01-12,612,2,5,491.65
379,2024-04-05,135,21,2,443.88
380,2024-03-29,64,6,4,154.48
381,2024-01-03,795,37,1,265.76
382,2024-03-29,738,23,3,160.84
383,2024-05-18,455,45,4,464.29
384,2024-03-06,298,41,3,311.73
385,2024-04-01,6,5,5,250.66
386,2024-03-08,812,24,5,496.33
387,2024-05-10,793,2,1,498.25
388,2024-02-21,261,45,1,293.5
389,2024-05-14,789,44,5,51.3
390,2024-05-21,199,50,5,74.77
391,2024-03-15,957,28,1,92.27
392,2024-03-20,205,11,1,158.48
393,2024-01-17,503,1,4,79.81
394,2024-04-02,184,26,1,315.33
395,2024-05-01,761,15,1,402.11
396,2024-01-19,309,16,3,440.93
397,2024-02-12,415,18,4,305.09
398,2024-03-02,38,4,2,21.54
399,2024-01-03,799,19,4,324.99
400,2024-04-03,308,47,3,373.07
401,2024-05-15,480,14,4,119.21
402,2024-03-07,53,36,1,465.33
403,2024-04-15,973,29,5,380.45
404,2024-01-08,107,37,4,118.61
405,2024-04-10,357,45,1,410.43
406,2024-01-18,383,33,3,202.23
407,2024-04-10,152,13,3,400.96
408,2024-05-12,178,2,2,496.99
409,2024-03-06,298,21,5,413.58
410,2024-02-27,992,9,1,388.26
411,2024-02-21,225,30,1,69.38
412,2024-01-08,336,13,1,199.85
413,2024-04-19,856,49,3,384.16
414,2024-02-15,434,43,1,194.97
415,2024-05-26,709,31,2,43.7
416,2024-04-06,647,34,3,426.15
417,2024-03-15,11,26,3,235.25
418,2024-03-24,531,18,1,331.42
419,2024-01-04,388,33,2,19.21
420,2024-05-11,35,26,1,482.37
421,2024-04-25,525,12,5,82.47
422,2024-02-27,838,6,1,133.94
423,2024-06-03,359,29,2,319.01
424,2024-01-22,770,5,4,497.89
425,2024-02-13,353,15,5,441.81
426,2024-02-12,612,30,5,35.97
427,2024-06-23,722,9,5,288.52
428,2024-02-16,585,28,1,492.25
429,2024-03-21,750,14,4,134.16
430,2024-03-31,234,6,1,333.62
431,2024-06-26,67,5,3,82.23
432,2024-01-12,899,20,3,216.13
433,2024-03-23,347,10,5,37.02
434,2024-05-29,19,18,3,487.47
435,2024-06-01,327,34,2,496.35
436,2024-06-02,37,13,5,142.81
437,2024-02-14,381,28,3,144.42
438,2024-05-08,955,32,4,267.46
439,2024-04-27,616,42,2,224.02
440,2024-05-08,267,45,5,359.19
441,2024-06-02,259,30,5,346.01
442,2024-01-30,686,44,4,359.68
443,2024-02-02,458,37,1,414.52
444,2024-04-01,887,5,4,360.0
445,2024-03-06,811,34,5,117.42
446,2024-01-30,445,24,2,121.17
447,2024-03-11,360,33,2,234.76
448,2024-01-17,720,24,5,158.16
449,2024-01-22,796,25,4,180.82
450,2024-04-18,584,47,1,276.62
451,2024-06-10,670,12,4,275.01
452,2024-01-12,189,30,1,225.15
453,2024-06-10,641,36,5,97.81
454,2024-01-21,450,9,4,440.65
455,2024-05-29,196,21,5,306.58
456,2024-04-10,572,4,5,372.19
457,2024-02-05,381,29,5,186.92
458,2024-03-05,192,9,4,125.17
459,2024-03-02,216,19,5,149.47
460,2024-04-17,55,19,1,82.29
461,2024-05-02,311,23,4,443.48
462,2024-06-13,345,8,2,289.82
463,2024-05-23,438,16,4,347.07
464,2024-03-12,437,38,1,57.73
465,2024-03-17,491,36,5,257.45
466,2024-01-31,825,36,2,137.74
467,2024-01-14,312,40,1,245.02
468,2024-03-28,377,10,5,19.98
469,2024-03-08,465,5,2,119.84
470,2024-04-03,736,47,5,58.85
471,2024-05-24,854,39,4,43.96
472,2024-01-10,470,39,2,394.91
473,2024-06-02,612,4,5,299.8
474,2024-02-14,667,34,3,332.41
475,2024-04-06,474,37,4,148.7
476,2024-06-10,82,33,5,368.38
477,2024-05-03,133,16,2,186.51
478,2024-04-17,524,13,2,261.79
479,2024-03-22,847,39,1,62.31
480,2024-03-26,800,3,1,269.2
481,2024-01-28,341,30,1,231.74
482,2024-02-10,228,2,4,130.22
483,2024-02-09,237,28,4,368.91
484,2024-04-28,916,6,2,91.94
485,2024-03-20,786,22,2,330.65
486,2024-06-26,464,20,2,103.89
487,2024-03-19,241,47,3,200.44
488,2024-01-23,936,49,5,407.59
489,2024-06-03,369,49,5,414.15
490,2024-02-28,468,47,2,15.66
491,2024-04-10,418,26,5,141.55
492,2024-05-10,8,18,5,205.92
493,2024-02-26,349,49,5,120.47
494,2024-01-29,945,2,5,295.48
495,2024-02-05,296,7,4,80.24
496,2024-05-20,905,35,3,172.55
497,2024-02-12,131,42,1,391.64
498,2024-02-11,426,13,4,70.81
499,2024-02-04,308,12,3,485.9
500,2024-06-21,679,20,2,173.65
501,2024-05-04,186,37,3,363.51
502,2024-04-19,444,33,5,338.66
503,2024-05-22,871,28,5,113.35
504,2024-04-04,888,5,2,480.67
505,2024-06-14,74,9,4,463.66
506,2024-06-29,240,29,5,382.22
507,2024-03-17,340,22,1,187.2
508,2024-03-16,947,1,4,140.57
509,2024-04-16,151,38,1,175.38
510,2024-04-07,916,27,2,11.14
511,2024-04-01,729,24,4,233.76
512,2024-06-27,723,7,4,83.54
513,2024-01-21,474,33,1,353.94
514,2024-04-09,187,45,2,107.06
515,2024-05-01,949,47,3,49.43
516,2024-05-05,911,16,3,412.47
517,2024-04-09,566,46,2,493.1
518,2024-02-04,113,40,1,190.52
519,2024-04-07,400,6,4,377.49
520,2024-03-28,985,25,5,492.91
521,2024-01-28,523,34,1,74.27
522,2024-04-30,499,25,3,263.05
523,2024-06-08,584,17,4,193.27
524,2024-06-12,196,32,1,188.37
525,2024-01-09,904,1,1,198.5
526,2024-03-14,592,45,2,405.31
527,2024-02-02,320,21,5,472.58
528,2024-03-02,961,40,2,225.31
529,2024-01-09,558,6,2,111.28
530,2024-04-29,395,22,5,236.49
531,2024-05-25,135,44,5,79.17
532,2024-05-11,764,35,1,337.54
533,2024-03-06,300,12,1,46.3
534,2024-04-25,391,22,5,377.8
535,2024-03-19,682,39,2,307.28
536,2024-02-21,561,8,1,300.01
537,2024-05-01,390,40,3,90.76
538,2024-01-31,945,44,2,338.53
539,2024-05-25,281,9,1,116.34
540,2024-02-12,305,32,3,132.13
541,2024-01-29,112,22,2,172.34
542,2024-04-01,649,39,1,356.58
543,2024-03-14,556,29,1,470.97
544,2024-04-10,412,16,5,110.54
545,2024-06-15,455,1,1,236.4
546,2024-04-03,901,26,4,358.59
547,2024-02-27,276,10,4,496.34
548,2024-01-11,861,6,1,88.65
549,2024-02-07,841,18,3,260.84
550,2024-01-24,98,10,2,164.52
551,2024-06-25,455,37,5,353.27
552,2024-01-24,15,4,4,487.41
553,2024-03-03,114,1,1,42.42
554,2024-03-23,558,34,4,382.15
555,2024-05-15,482,24,4,107.99
556,2024-01-21,770,3,5,194.11
557,2024-03-05,892,18,1,496.25
558,2024-01-05,839,47,2,395.04
559,2024-02-01,461,23,2,201.83
560,2024-06-07,13,43,2,199.6
561,2024-05-26,671,42,5,83.53
562,2024-02-19,636,5,2,121.54
563,2024-01-02,568,35,2,270.34
564,2024-05-12,612,7,4,291.79
565,2024-05-04,358,14,2,28.64
566,2024-05-20,636,19,3,338.43
567,2024-01-06,920,27,2,481.21
568,2024-03-24,127,48,1,14.76
569,2024-06-05,684,31,5,461.92
570,2024-03-25,414,36,3,215.03
571,2024-05-25,506,5,3,136.61
572,2024-05-29,663,13,3,417.12
573,2024-01-08,907,34,4,363.51
574,2024-02-25,467,26,1,72.53
575,2024-03-06,209,18,4,446.3
576,2024-02-19,958,43,3,498.28
577,2024-03-20,877,50,1,123.78
578,2024-04-30,487,27,4,180.36
579,2024-04-26,765,27,4,382.04
580,2024-01-06,578,30,3,217.7
581,2024-03-24,728,36,5,121.6
582,2024-03-02,751,46,1,211.8
583,2024-05-17,104,32,4,277.76
584,2024-04-22,826,25,4,227.24
585,2024-02-08,705,33,5,92.58
586,2024-02-13,765,36,3,62.74
587,2024-05-04,107,34,5,153.1
588,2024-01-14,306,34,2,27.13
589,2024-02-24,329,11,2,41.1
590,2024-01-20,988,6,3,151.52
591,2024-02-04,980,30,4,250.74
592,2024-03-18,40,42,5,485.37
593,2024-04-13,231,41,2,241.21
594,2024-05-29,398,49,3,423.02
595,2024-01-04,644,37,4,16.46
596,2024-02-25,267,7,3,483.67
597,2024-01-19,659,39,4,280.7
598,2024-05-06,865,10,4,371.81
599,2024-04-02,493,35,5,155.44
600,2024-01-18,863,2,5,382.22
601,2024-06-01,423,5,5,264.5
602,2024-01-28,270,20,5,268.99
603,2024-06-16,804,6,3,342.49
604,2024-06-09,448,1,1,78.43
605,2024-06-25,875,17,2,208.94
606,2024-06-21,42,38,5,413.39
607,2024-05-18,447,1,5,105.48
608,2024-05-13,421,33,3,27.22
609,2024-06-01,565,37,5,486.8
610,2024-06-20,295,43,3,85.25
611,2024-06-09,823,6,4,258.26
612,2024-05-03,232,1,5,241.77
613,2024-06-02,330,28,5,211.39
614,2024-04-01,174,20,5,401.08
615,2024-03-20,612,16,5,76.93
616,2024-05-08,133,24,4,192.6
617,2024-01-28,598,43,5,134.86
618,2024-01-21,691,2,1,51.69
619,2024-06-12,732,11,4,114.13
620,2024-06-12,6,26,2,244.78
621,2024-04-14,460,5,5,497.18
622,2024-01-27,737,34,3,215.41
623,2024-02-19,604,16,3,59.19
624,2024-06-23,987,1,2,307.62
625,2024-01-03,138,6,1,50.28
626,2024-06-11,632,18,1,58.2
627,2024-06-17,384,50,2,219.15
628,2024-04-08,519,36,5,145.95
629,2024-02-19,885,23,2,447.27
630,2024-02-17,251,27,1,365.61
631,2024-01-28,468,48,4,238.44
632,2024-05-21,594,13,2,140.67
633,2024-04-05,790,30,3,156.69
634,2024-05-12,478,29,1,77.71
635,2024-03-09,210,48,5,280.38
636,2024-06-19,814,37,4,226.43
637,2024-04-09,276,25,5,199.5
638,2024-05-18,481,30,1,306.66
639,2024-06-29,65,42,4,250.48
640,2024-05-30,387,20,5,96.06
641,2024-04-15,603,8,3,359.69
642,2024-01-08,620,1,5,384.2
643,2024-01-23,673,4,3,232.5
644,2024-02-12,728,8,2,119.54
645,2024-05-07,344,24,2,65.19
646,2024-02-17,578,50,5,56.99
647,2024-06-18,355,4,2,111.95
648,2024-04-08,363,47,3,312.51
649,2024-03-03,848,18,1,238.38
650,2024-01-28,528,23,5,30.97
651,2024-06-17,695,18,3,392.04
652,2024-03-26,115,41,2,445.04
653,2024-03-12,952,5,1,106.14
654,2024-02-10,304,2,3,17.08
655,2024-06-02,771,46,4,211.83
656,2024-03-25,326,23,3,123.82
657,2024-02-25,225,41,2,151.72
658,2024-04-25,382,33,1,242.45
659,2024-05-31,480,11,5,496.49
660,2024-06-07,773,27,1,397.79
661,2024-06-13,480,16,1,12.24
662,2024-05-09,120,29,2,477.93
663,2024-02-16,524,5,3,280.56
664,2024-01-22,251,45,4,437.87
665,2024-04-07,215,50,3,417.41
666,2024-05-21,444,6,1,58.84
667,2024-01-09,297,20,3,94.66
668,2024-04-16,589,48,4,131.14
669,2024-01-06,156,35,2,235.61
670,2024-04-30,638,8,4,363.42
671,2024-06-29,672,15,4,186.15
672,2024-03-06,424,39,5,249.79
673,2024-05-28,87,21,2,46.29
674,2024-03-28,720,23,2,495.86
675,2024-01-28,568,32,2,453.99
676,2024-05-27,424,21,3,264.33
677,2024-01-24,579,20,4,295.58
678,2024-01-20,392,20,5,288.2
679,2024-01-09,617,42,1,75.79
680,2024-02-02,115,7,1,317.29
681,2024-02-11,627,49,5,70.78
682,2024-03-14,68,39,5,277.03
683,2024-03-04,256,9,2,201.95
684,2024-05-05,225,20,2,455.82
685,2024-03-12,182,10,4,95.93
686,2024-02-07,512,16,3,323.91
687,2024-01-16,775,48,5,438.02
688,2024-05-24,994,30,4,487.71
689,2024-03-15,633,31,5,259.19
690,2024-02-07,154,44,4,243.53
691,2024-04-05,923,17,1,90.32
692,2024-05-04,551,16,1,238.48
693,2024-04-25,733,43,1,253.3
694,2024-03-28,962,21,1,140.62
695,2024-02-23,297,23,4,420.97
696,2024-06-16,43,23,5,125.6
697,2024-01-11,223,49,1,23.54
698,2024-03-11,271,46,2,267.82
699,2024-03-31,173,1,2,333.14
700,2024-01-23,660,25,5,322.06
701,2024-03-21,107,34,4,66.29
702,2024-05-24,624,3,1,432.35
703,2024-06-08,987,32,4,476.92
704,2024-02-21,128,11,3,185.32
705,2024-02-15,662,30,5,498.24
706,2024-06-27,366,31,4,155.28
707,2024-01-12,36,5,3,224.57
708,2024-03-01,665,33,2,193.63
709,2024-04-01,976,19,4,482.01
710,2024-01-01,69,31,3,212.3
711,2024-03-17,162,17,2,366.88
712,2024-04-04,25,32,5,290.28
713,2024-05-26,745,8,1,436.08
714,2024-06-25,868,2,4,293.31
715,2024-02-28,79,40,5,245.15
716,2024-06-04,684,17,4,127.51
717,2024-06-02,192,33,2,276.11
718,2024-05-21,947,29,4,103.58
719,2024-03-26,45,50,2,354.16
720,2024-05-21,424,20,3,344.3
721,2024-04-26,366,10,2,336.71
722,2024-04-13,622,39,1,27.52
723,2024-02-19,824,16,4,303.14
724,2024-03-12,55,10,1,431.2
725,2024-02-17,796,42,2,103.32
726,2024-05-10,246,40,4,14.67
727,2024-02-10,147,19,1,115.01
728,2024-05-27,54,14,5,289.08
729,2024-05-02,588,21,5,284.21
730,2024-01-22,271,42,1,134.75
731,2024-03-26,375,35,2,145.5
732,2024-04-10,466,13,3,483.49
733,2024-05-26,841,32,5,203.66
734,2024-02-25,631,7,3,47.1
